,content,label
7113,Jeffrey Tambor los calla en hebreo (sheket B'bakashah!) para hablar de los derechos de los actores transgénero. Toda yo feliz.,NP
7114,Nada más llego a Manzanillo y me pongo toda marica.,NP
7115,@DilaurenttiCris A Carolina le va a explotar la cabeza cuando descubra hay gente trans no binaria.,NP
7116,"Me da risa ver vatos liga-todas, golpeaparedes 3,000, y los escenarios que plantean

“Imagínense salir con una mujer, ligar, acostarse, viajar 5 meses, compartir ropa y sueños, presentar familias y crecer un perro. Y un día ella se voltea y te dice SOY TRANS”

“Ahí, ¿qué harían?”",NP
7117,"@AdolfoKastillon Ojalá comprendas que no eres más ni menos gay que otros por esos motivos. 
Eres homosexual, gay, desviado y demás calificativos que la gente usa en contra de la comunidad para referirse a todos, no porque quieras o pretendas ser diferente y juzgar a otros es menor tu nivel. 😂",NP
7118,"Fría calma y hielo! 
.
.
.
.
.
.
#picofday #instapic #instaboy #instaguy #instagay #gayboy #goodvibes #latino #Top #Gay #gaystyle #bae #likeforlikes #cdmx #tuesday #live #morning @ Mexico City, Mexico url",NP
7119,"El enemigo número uno de México, los héroes del momento no faltaron en la marcha #LGBTTTI 
.
.
.
#Fotografía #EstoEsMexico #CoñoMicky #Pride #Gay #Pride2018 #Fototerapia #LatitudesPress… url",NP
7120,"🚨 EN VIVO | Denuncian trabajadoras sexuales trans agresiones con huevos.

url",NP
7121,"@Litzia Ayñ. ♥️🌈

pues.. hay gente que literal se identifica como non-binary. Así, ni hombre ni mujer. Ninguno. O ambos. O algo nuevo.

Date una googleada, es gente reeeee bonita. Checa url",NP
7122,"#MeEnamoroSi me dices que habrá un ""encore"", o un ""bis"" con acotaciones.",NR
7123,"Qué onda con las lesbianas tipo tráileras, ni la despistan tantito jajaja y yo tan chica trans 💅😂",P
7124,"Desde lo personal, no compartir una cosa como una transición.. 
a menos que sea caso de jóvenes trans que ya ni recuerden (hay gente trans desde los 6), pues me parece que es como esconderle a tu familia gringa que naciste en México.

Y aún así.. Habrá gente que lo hace.",NP
7125,"@escandalamx @Lamasdraga Me imagino que ser Drag no ha de ser facil, no solo es maquillarte, formarte un cuerpo, y ponerte un atuendo. Es tener la capacidad de entretener, y hacer entender a su modo su punto de vista sobre cierta actitud! Siempre me he preguntado ¿Cuanto invierten $$$$$ en ser drag?",NP
7126,"Me hubiera puesto puro cola loca en todo el cuerpo, así no hubiera sido el último abrazo y beso.",NR
7127,"Desde hoy será conocida como Arya SOY LA VERGA HIJOS DE SUS pUTAS MADRES TODOS, HERMAna DE pURO pENDEJO pERO AL FInaL TRATAN DE HACER LO MEJOR Stark. Amén. url",NR
7128,"@FlamInkgoes ufas amigos, si no fuera algo muy gay te declaramos nuestro príncipe.",P
7129,"Nos vemos hoy sábado a las 5 pm frente al Hemiciclo a Juárez para activar la memoria colectiva ¡Aquí está la resistencia trans!💜🏳️‍⚧️🌸

#MemorialporLaVida 
#RemembranzaTrans2021
#CDMX
@COPRED_CDMX url",NP
7130,"Hola @Horacitu en la Clínica Condesa ofrecen la terapia hormonal y atención a las personas transgénero . 
No quiero ser la gata flora . 😘",NP
7131,"@DrRanius @_DaleCaro @YouTube En mi opinión, debería de ser ILEGAL que un doctor determine el sexo y género de un crío al nacer.
por mera soberbia en medicina es que se maltrata a tanta gente intersexual.",NP
7132,"@Antonio_Serna pos si. La diversidad me cae es espectacular.

Si te late así mega raro, ve como las dragas a veces hacen cosas así súper fuera de la humanidad y todos en plan de KEpEERRRAAAA.",NP
7133,Goe qué pedo con mis ligues últimamente. Un señor de cuarenta y tantos años y otro que lo conocí en un bar gay y siento que es gay (no tiene nada de malo) pero porque me quiere ligar 🤷🏽‍♀️,NP
7134,@danavi89 @gshurik @maneguevaraup Saludos a Las Vestidas. ¿Son un grupo?,NP
7135,"Llámenme rarita, pero que interesantes están los podcasts de Ana María Surl",NR
7136,"pensar que he dado TANTAS entrevistas y en ninguna he dicho cosas como ""soy trans por culpa de ventaneando"" o alguna mamarrachada así.

""Todo comenzó... con el beso de Sergio y Marimar""",NP
7137,"url

#eitLife Me gustaría  que no existirán los gays; diputada de Morena url",P
7138,"Creo que hay que dejar el espacio para que la gente reconozca, se retracte y aprenda.

Igualmente, las disculpas no tendrían que venir con los “recibos” de lo que hacen por la comunidad agraviada, para restregar. 

Así se lee, @lydiacachosi. #Gaslighting 
url",NP
7139,"Ya sueño el concreto, me voy a volver loca!!!!",NR
7140,@abraham_mel ni das nada maricon!!!,P
7141,@11Arregun Jajajaja loca 😂😂😂,NR
7142,Será que nunca voy a conseguir un trans boy para cogerlo y darle palo en un video??,NP
7143,que más dará lo que piensen si estoy loca es cosa mía,NR
7144,Hoy Es El Gran Día I Como Me Ubiera Gustado Que Me Vieras Vestida De Novia pero Se Que Desde Cielo Me Miraras I Me,NR
7145,@bluue18 @emigamuza Alguien no quiere pagar algo!? QUE pINCHE MARICA.,P
7146,"porque LOCAS!!!! (at @LunarioMx in Miguel Hidalgo, DF) url",NR
7147,Jajajajaja mi maestra es MACHORRAurl bien el semestre.,P
7148,"Hoy en la noche no se pierdan el video ""22 situaciones de lesbianas a la Mexicana"" protagonizado por Jenny y Lulú url",NP
7149,"—La zapatilla me quedo perfecta, ¿Eso me hace cenicienta? 
—No Alejandro, eso te hace un travesti. 
—Envidioso.",NP
7150,"@fernandeznorona Ahí si, me dijo mariquita, me dijo La vestida! Jajajajja jajajaja que nena eres! #quenenaeresnoroña",P
7151,"Si JuanGa no hubiera sido gay, no hubiese existido ""El divo de Juarez"" y por consecuente viviríamos sin su música.

🤔",NP
7152,"No es por nada, pero lo poco que se “cocinar” me queda de puta madre 😋",NR
7153,"@verga_traviesa Soy tolerante y respeto las preferencias de cada quien (incluso tengo amigos gays y bisexuales y todos en armonía), simplemente no me interesan las trans y las tvs (en cambio me acosan)",NP
7154,Manifestaciones en parís contra la ley del matrimonio homosexual (Foto: Ap) #Cna1Mundo url,NP
7155,"Existirán closeteros en pleno  na0na1?. Y mujeres tan tontas como para casarse con ellos? Cual estará peor, el que miente o la que se hace tonta?",NP
7156,"partido Encuentro Social condena el aborto y el matrimonio gay.
propuestas o condenas?
url @AnalistaMX @LARA_MEXICO",NP
7157,"""@multimediostv: Los mejores momentos de la loca y divertida cafetería #Acábatelo los puedes encontrar aquí:
url""",NR
7158,"@BisouCaramel Me has hecho la tarde, Bi!!!
Gracias",NR
7159,Un puto gol nomas paroooooo,NR
7160,"@CuervoNovillero @AlfonsoDurazo @CelidaLopezc @LoreniaValles @Celeste4T Creo recordar que yo lo mandé a chingar a su puta url Hoy es candidato a alcalde de Guaymas y ca perder por mediocre, como tú",NR
7161,No se la cogió porque tenía 19 maldito marica!,P
7162,No estoy con mis mejores amigos si no estamos escuchando openings de anime y el caballo homosexual de la montaña.,NP
7163,@Amparo_Medina ¿entonces usted cree que las personas homosexuales no somos capaces de educar y formar de manera integral? 🤔🤔,NP
7164,“@xhelxkret: Asco d tipo Misogino y homosexual? claro se te cae la baba x Landeta TUS CHISTES SON pESIMOS asco d Wuey”órale que enojada,NP
7165,ya vi el discurso de Caitlyn Jenner quién es una persona transgénero aquí los quiero abrazar mientras lloro,NP
7166,@Betitodiaz1 y sí es travesti? Jajajajaja broma,P
7167,Mariquita en México y son de la buena suerte! url,NP
7168,"Qué pedo con el ritmo de vida de estos días, la gente anda manejando como loca neta",NR
7169,"Wow. Sigue haciendo progreso político la criminalización de gente Trans que entre a los baños ""que no son"" url",NP
7170,Y donde están todas esas jotas que se desviven por venir divinas el día del orgullo? 🙄,NP
7171,"@arq_jota Oye eres el JJ.  El cómico ? 
El que sale en un programa donde cuentan chistes exclusivamente de homosexuales ? Dicho con todo respeto.",NP
7172,"El acuerdo comercial trans pacífico (T00), aprobado. Los detalles, aún desconocidos.",NR
7173,"Ve @roro, el vagón ""de mujeres"" es un desmadre para la gente Trans. Discriminación como si fueras de color en los 60 url",NP
7174,puta madre yo la quiero @Chava_lglesias @DJ_Churches @IIglesiasReina @claucarrillo73 compramela url,NR
7175,@jremija Creo que eres mas queer que muchos batos cis hetero que conozco :v,NP
7176,"@inaki_LoVer muchas. Admito superficialidad en ese video. Que de paso tengo dos eventos drag en Junio ¿te animas?

/ @SoyHomosensual",NP
7177,Leer algo cagado y soltar la carcajada en la combi y que todos te vean rarito! 😂😂✔️,NR
7178,"Luz de primavera 
#light #gay #spring #university @ Villa Nicolás Romero url",NP
7179,@cynsol @JavierSantoyo Ya cuando eres trans luego como que normalizas que la banda hace todo tipo de locuras con su nombre. url,NP
7180,"La agenda antiderechos de @g_quadri incentiva más violencia en contra de personas trans. Sus “ideas” son amenazas que deben ser denunciadas por su partido, porque claramente es inconstitucional.

A las personas trans se les debe respeto y el reconocimiento a sus identidades. 🏳️‍⚧️🇲🇽 url",NP
7181,"Caraja 😑 mi vecina, la reguetonera que no canta, grita las putas y estúpidas canciones esas",NR
7182,"15 CANTANTES GAY Jóvenes, Guapos y Famosos!!! url",NP
7183,"@DarinaSilver Solo los hombres salen unos días, solo las mujeres salen otros.

Les dan mas días a los hombres por que “son los que trabajan” (las mujeres se quedan en casa OBVI), la policía está arrestando mujeres trans.

Están idiotas. Alv todo.",NP
7184,O ya mejor me hago puto,P
7185,"Jotos, respétense tantito. No jodan. url",P
7186,"Oigan @andarescc, se les olvidó que los homosexuales van en buen número con ustedes. Mal por clausurar una tienda.",NP
7187,@alberto_bis hahaa webas !!!! Ya nade 1.6km desayune y ya en la oficina 😁,NR
7188,Me tocó ver a este Mazda de enfrente queriendo jugar carreritas con el mini Cooper S de algún lado. Son muy simpáticos los dueños de Mazdas . Tres sílabas bi tur bo url,NR
7189,"Sobrino de 6 años: Tío, por qué no tienes esposa?
Yo: Soy gay
Sobrino: Qué es eso?
Yo: Me gustan los vatos.
Sobrino: Y por qué no tienes esposo? url",NP
7190,"En Nuevo León el @MOV_I_NL anuncia la simplificación del trámite para la rectificación de nombre y género de las personas trans. 

¡Excelente noticia!

Ya se puede tramitar un cambio de sexo en el registro civil de NL url vía @tri00lesworld",NP
7191,"Luego conocí a una chica Trans diseñadora de modas que IGUAL no hacía tallas para chicas altas :/
¡Andemos Desnudos! url",NP
7192,"@masos007 @rosciano @miguelfdo_avila puro pinche amigo homosexual,  perdón paous, eres una niña bien y yo con estas locas. #perdónSo1utos",NP
7193,"¿No se puede que lleguen los aliens y así la banda les tira hate a ellos, por consecuencia nos dejan a las personas trans en paz?",NP
7194,"¡A VER YOUTUBE!... Ya sé que sabes que soy url 

¡¡¡pero, NO TENGO MAL GUSTO!!!

¡¡¡¡¡DEJA DE pINCHES RECOMENDARME LOS VIDEOS DE LA QUIMERA HORRENDA DE SAILORFAG!!!!!

¡¡¡ESTOY COMIENDO, CARAJO!!! url",NP
7195,"¡Rupaul's Drag Race llega a México!

La productora del reality show, anunció el inicio del casting.

Aunque hasta ahora no hay fecha para el inicio de la emisión, el registro del casting cerrará el próximo na6 de agosto.

#Urba1opMx🎙️
#LaVisiónDelEntretenimiento 
#dragracemexico url",NP
7196,¿Bi? ¡Bien pinche bonita!🥰😍,NP
7197,En un universo alterno @AlxnGxrcix es chairo y @dobbyloca no se volvió puñal.,P
7198,@Octavimex @Farandula40 @Horacitu @pilarBoliverJ @MT_Valle @_Maniguis @La_Supermana @lafontainetouch @mama_mela_ @AlejandroBrofft @_Maniguis la mejor vestida.,NR
7199,"Disculpen, no supero el chiste que la gente bisexual sea invisible y claramente tengo 14 años mentales. * le da un high five aéreo a su amigo bisexual que nadie ve *",NP
7200,Faltan aun na semanas y ya estoy de marica.,NP
7201,Nos cooperamos para hacerle una restauración? A ese @clarketo ? pero de culo que seguro es lo que busca arreglarse el closetero del clark. Su bautizo fue de 🥛 que se acuerde y regresa al buen camino 😂😂😂😂 url,P
7202,@katalina_bis Aquí tienes bebe! url,NR
7203,"""Los Camaleones"" relata la historia de Laura, una joven antropóloga que tras una vida de silencio, parece haber encontrado el valor para confesar a su padre su mayor secreto: es lesbiana y tiene el corazón roto.

19 de julio
Teatro de Cámara ""Fernando Saavedra""
na0:00 hrs. url",NP
7204,"@SoyLadyCorrales Hola, vengo del futuro para darle seguimiento a este tema.

La noticia resultó ser falsa.

Y la presión por la “amenaza trans” ha sido tanta que ya vienen leyes para hacerle inspecciones genitales a niñas en el deporte. No vaya a ser una es trans.

En 3 estados va: url",NP
7205,La paciente de hoy viene tooooditita vestida de animal print,NR
7206,"Estoy escuchando una canción que se llama, Caballo Homosexual de las Montañas. What? url",NP
7207,"Cuando las radicales trans odiantes dicen “ahora de repente llegaron los transos así fuera de la nada, antes no era así”: url",NP
7208,Guapos los jotos,NP
7209,Me partieron toda la puta madre con el mes de marzo. url,NR
7210,"@maluflores la comunidad LGBT ya nos chingamos. Repito. ¿Como sabes esos gueyes que les declaraste grito no son mujeres Trans?

/ @GIRE_mx",NP
7211,"Marcha del orgullo gay na018 
@Cristian url",NP
7212,"Misael Alvarado, la mejor amiga de teiboleras y ficheras, y el amigo gay de las que me gustan.",NP
7213,#LoMásLeído » Divide bautizo a hija de una pareja gay url,NP
7214,Que puto notición me llego,NR
7215,"Rápido.. ¿CUÁLES ERAN ESAS RESpUESTAS?

Also ""pitonisa"" es un excelente nombr alburero para una mujer trans. url",P
7216,"Wey alguien dígale a @Meta  que entre la comunidad es muy común decirse JOto, ya me bloquearon de nuevo por decirle a una hermana eso. 🤣 url",NP
7217,"¿Cual es el puto afan de hacer chismes en un grupo de amigos? ¿Estas pendejo?
¿No te quieren en ningun otro lado?",NR
7218,#urgeinventar repelente vs mujeres locas: p y van 4,NR
7219,Big url drag @ Playa de Isla Mujeres url,NP
7220,Visita familiar al dentista 😁 con el mejor… url,NR
7221,"""@aldaiiir_: Quiero una amiga lencha"" te vaz a mudar y no tienes quién te ayude a cargar muebles?",NP
7222,El nivel del drag mexicano &gt;&gt;&gt;&gt;&gt;&gt;,NP
7223,"Que maricas son, usando sueteres y chamarras, aprovechen este frío, que calor sobra..",P
7224,"@juncalssolano Callase el hocico pinche transformer matraquero, url",P
7225,O.. Niñas trans hetero. url,NP
7226,"Día de la Solidaridad #Intersexual
8 de Noviembre 📌 @COna0RED
🏳️‍🌈 #OMM 🐻
#Intersex #Intersexual #LGBTTTI url",NP
7227,"*Catalina @CGaitanOficial le manda un video donde está ""jugando"" con Daniela @JohaFadul. La Diabla se enfada y manda a uno de sus matones que se lleve a J.""

""¿Que le va a hacer? Dígame que le va a hacer a Jota @FRANCISCO_BOLI."" @FabianRiosS @MajidaIssa1 #SSSH0na 73.",NR
7228,"En que momento dejar que, si un niño es homosexual desde pequeño, viva una vida abiertamente gay.. es imponer

Y bautizar, circuncidar o llevar a la primera comunión a un chamaco.. no es imponer url",NP
7229,Cuando no eres trans url,NP
7230,"puto el que me de unfollow, ahora que deje tw.
FAV.",P
7231,"Ser desempleado, migrante, gay, pobre: “Creo que he comido más en este camino que en mi url” url",NP
7232,#DeQuéHablaLaGente Genera polémica padre transgénero que amamanta a su bebé url url,NP
7233,Les cuento que mi bebito anda de jotito porque no hay tiempo de vernos url,P
7234,Queremos el BI 👏 url,NR
7235,emmm transformers 4 no puede haber nada mas lejos de la verdad del comic pero q pisados robots destruyendose son robots destruyendose jajaja,NR
7236,@aniuxa ¿pero el contour no que es un invento del drag? url,NP
7237,@Brendaplancarte Jajajajajaja puto wilo,P
7238,"@DiCarreraOfi podemos ir juntos, como matrimonio gay 🙊",NP
7239,"@Ulises_play @thisfeik para los Mexicanos, en algunos aspectos puede ser una palabra dirigida homosexuales
pero no siempre, también se usa en otros aspectos",NP
7240,"Si saben que los jotos no ""joteamos"" cómo uds lo hacen vdd? Dejen de apropiarse de la palabra.",NP
7241,"@ChumelTorres Un gay de closet, un travesti y un viejo ridículo que hablan porque tienen boca.",P
7242,La hija de perez Hilton esta como rarita,NR
7243,@dnni_e Ño sea puñal.,NP
7244,"El amor que damos es el único amor que guardamos! 

#soñemos #amor #amorpropio #love #gay #lgbt #lgbtq #nice #me #boy #men #cool #picoftheday #sientetebien #smile #ha00y #tuesday en Condesa url",NP
7245,"@ElJuanpaZurita te mando un abrazo, pd: no soy gay ! Haha",NP
7246,"Se me hace una pendejada que la FIFA multe a México por un grito que su punto no es ser homofóbico y esté premiando con un mundial a un país donde ser homosexual es ilegal. pero bueno, vivimos en un mundo donde un idiota manda a encarcelar niños.",NP
7247,Estoy viendo Queer as Folk y acabo de  descubrir que la voz en latino de Brian es la voz de la Súper Madrota url,NP
7248,"@Olisu @arq_jota @SSp_CDMX Son una plaga y cuidado , son ex convictos regenteados x los policías ‼️ extorsión no menos",NR
7249,Se veía rara vestida.,NR
7250,"Mañana tendremos una sesión informativa del The #Washington Center.
Acude a BI-103 en @biblioUdlap a las 13:00 h.",NR
7251,Estás bien rarita wey.😷,NR
7252,"@juanburgos @CervezaTecate @ElDeCreativo ""orientación sexual"" no se representa con una mujer Trans y además peluquera.",NP
7253,"@na000depan La REALIDAD del cuento es que ese look no es OBLIGATORIAMENTE masculino sino un modo de llevar el porte que no estamos acostumbrados a ver en mujeres.
Mismo con el pelo corto. 

pero si a huevo si es masc.. pues, como el drag.. el trasvestismo es re bonito en general.",NP
7254,¿Como que nunca has ido? No eres un verdadero gay en el DF hasta que no conoces Toms. url,NP
7255,La paisanada en Dallas gritando “puto” y el árbitro ya advirtió que tomará medidas al siguiente grito.🤦🏻‍♂️,NP
7256,Sabiduría Drag👇🏻 url,NP
7257,Y la peor vestida de la url (Como siempre) fue @ladygaga url,NR
7258,@RequenaCNN por momentos te vi vestida de la Novicia Rebelde cantando en las montañurl,NR
7259,"@Jota_Barajas @agusantonetti @KaiserFranko Los palestinos usan la estrategia de la guerra de url E Israel responde con toda su fuerza, así cada vez avanza un poco más. Ya casi se queda con todo el territorio cuando sólo le ""correspondía"" (discutible esto) una 3a parte.",NR
7260,"@zorroconlentes @fana_lpz Yeap. No saben. Y de sospecharlo, se desdoblan para no admitirlo.

por eso SIEMpRE arrancan negando. “No son homofóbico peroooo [ homofobia ]”

Los fundamentalistas religiosos JURAN que “a las malas” nos están salvando a las personas trans del mal.

Y así",NP
7261,"Rt y te la mando sin censura.
.
.
.
.
.
.
.
.
.
.
.
.
.
#EncuentroGay #encuentrogaymty #gay #gaylokal #gaymetro #pachucagay url",NP
7262,Discriminan a familia homoparental en 3 escuelas de CDMX. Hablamos con @ManuVpC. El reportaje en @pajaropolitico: url,NP
7263,"🔥🔥MARTES CALIENTE🔥🔥

🍑🍆ESCORT TRANS🍑🍆

🏠🏠CON LUGAR🏠🏠

💸💳pAGOS CON TARJETA O EN EFECTIVO💸💳

LLAMADAS Y WHATSA00 558nana85117
💸💸SOLO GENTE SOLVENTE💸💸 url",NP
7264,Tal vez rapar mis laterales no solucionen mis problemas pero me harán sentir una machorra completa. A parte ya casi estoy en el punto de pelitos de puercoespín,NP
7265,"Esos que se burlan de CR7 son los que le van al Barcelona vdd?? 
pinches ardidas, ridículas, locas.",NR
7266,Aquí en la playa se me sale mi lado gay con tanta mujer guapa y con cuerpower,NP
7267,"2015 y la gente aún haciendo menos a los negros, gays, lesbianas pero al final #LoveWins",NP
7268,"por eso ❤️ a @szurita nadie razona como el @disparamargot sobre la homosexualidad, a leer ""sensacional de maricones""",NP
7269,@prizilaAguirre @nathanTheWanted si pendeja ahoa te va a contestar and nathan Sykes is GAY! .I.,NP
7270,"He tratado de localizar el antro gay en Hermosillo, por dos dias url DOS DIAS! Y sigo sin encontrarlo :(",NP
7271,"@Betty_Moon @pipegamboas @MATIGONZALEZGIL @OlgaMateron @LAURAWEINS @emecastellanos @JulianaSalama11 @gislennez @TSM_es Jazz Jennings
Caitlyn Jenner
Laverne Cox
Daniela Vega 
Linda Yepes

Así al chilazo. Si le añadimos radio y teatro se me ocurren otros 5 nombres.

Los que si que no hay son los chicos trans.",NP
7272,"Hágale Marica..! (@ Teatro Diana in Guadalajara, JAL) url",NP
7273,@Wolf5na17's account is temporarily unavailable because it violates the Twitter Media policy. Learn more.,NR
7274,1500 un labial y un lápiz ????? Estoy loca pero no tanto.,NR
7275,"Sin comentarios 🐒

#MexicanGay #Gay #GayBoy #GayWorld #GayTravel #GayGuy #GayChicano #GayMan #GayBear #scruffygay #Queer #GayMexico #GayEurope #GayGeek #GayMale #ChicanoGay #GayAsian #InstaGay #GayBrazil #GayDude… url",NP
7276,"No pasen por desapercibido, hoy es el cumpleaños de la mejor psicoanalista (y filósofa) en temas trans 👉🏻 @psicoanalisisDF
Ha00y Bday! 🌈",NP
7277,"Hoy en entrevista me preguntaron ""¿por qué eres trans?""
Querían una historia del dolor o del sufrir. O quizás buscaban hablara de la disforia.

Y pues no. 
Soy mujer url porque puedo. 

Y es donde más feliz estoy.

¿De cuando acá buscar ser feliz es problema? url",NP
7278,"@teffyantonelita no, para nada. pero dejemos de decirle a la gente que no toma hormonas ""mujeres trans que no son de verdad"".",NP
7279,#LoMásLeído  » Transexual se suicida luego de enviarle mensaje a Lupita Jones url,NP
7280,"@_Eduardonarvaez @MauroToroO @FiscaliaCol @policiaColombia @partidoVerdeCoL @DanielSamperO @malbarracin @Brigittelgb @AngelicaLozanoC @ClaudiaLopez @OrgulloLGBT @ColombiaDiversa @Sentiido De acuerdo. Hasta la mención de ""otro"" en el tuit (no ""otra"").. me cayó a fondo de corazón de lo triste que es ser trans en Colombia que ni la misma comunidad LGBT+ te cuida. 
Aún muerta.
Descanso en paz para Laura.",NP
7281,Mujer trans lesbiana cuenta cómo aceptó su orientación sexual - Homosensual vía @SoyHomosensual url,NP
7282,“En espera de que vuelvas y tal vez vuelvas por mi” 📸 by. @VisionaryRebel #callme #drama #queen #comback #style #bloggerstyle #gaypride #gay #photographylovers #manunisima #simplementemanunna #shinebright… url,NP
7283,"Zac es mio, es solo mio y no de esa rubio vestida de negro url ZAC TU TAMBIEN BAJATE LOS PANTALONES",NR
7284,"Matsumoto: jourge, tequila drink  today !!! Sake no good, o sea que hoy se va a mamar el japo y va tener una fiesta loca jajajaja",NR
7285,"@SimonJCCor pobrecito..
No se le cayeron los lentes al mariquita. ?",P
7286,nada más peligroso que un joto con Autoestima demasiado alto!,P
7287,"Ya puedes encontrar los libros ""Nuevo Cine Queer"" y ""Representaciones de género en la industria audiovisual"" disponibles en #Kichink. 

No te pierdas estos dos grandes títulos que nos acercan al cine con una diferente perspectiva. url url",NP
7288,Este vato joto la trae bien adentro conmigo,NP
7289,Si volviera a nacer volvería a ser homosexual. Arriba la jotería.,NP
7290,@joelhdz27 Ya sabes como es el puto este de martin #IgualqeJRqelegustaelchorizo,P
7291,"Madre mía, @elsaruizcomica levantó el tema de la transfobia en OT. Que pues si.. hicieron un reto donde literal la misión era reírse de la gente trans.

Chequen url

/vía @DaleCaro",NP
7292,Ya me salio lo donald trump 😬😬😬😂😂🙌🙌Ah Raza loca url,NR
7293,"Amigos, amigas, conocidos, agregados, prim@s, familia, seres del infierno, gays, lesbianas,… url",NP
7294,"Difícilmente se me pegan los acentos pero había tanto venezolano en el sauna que ""marica se me antojó una arepa"".",NP
7295,@Assafo77 Eso mismo digo a parte súper gay cool. Jajaja url,NP
7296,@andremarinpuig orgia de puñales,P
7297,"@celicethegoat @LaGuapiss Justo. De hecho este tema más que un tema trans es un tema.. de la mujer.

Nomás que de la gente trans se espera que DEFAULT te operes.

Siempre he dicho que si alguien asume que una persona sea “mejor” solo por que “se ve mejor”.. tengo un multinivel buenísimo que venderles.",NP
7298,"Luego de ver lo difícil que es castear a una vieja trans para un rol de actuación. Y lo complejo que es pedirle a una mujer Cis que actúe un rol de vieja trans. Me cae..

ME TRAGO MI SOMBRERO Y MI ZApATO en arrepentimiento de lo que dije de ScarJo.

Me llevo este tema pa’ Roja.",NP
7299,"Descargue Grindr para buscar a mi amigo y hacerle una broma y termine encontrándome a mi crush.
No sabía que era gay 😭😭😭 Laurasad",NP
7300,¡DE pUTA MADRE! ¡DE pUTA MADRE! ¡CHINGONSÍSIMO ROLLO! ¡CHINGO A MI MADRE SI NO LE ATORO A ESTE pEDO! prometo solemnemente que de ahora en adelante moderaré mi pinche lengua y para demostrarlo ahorita mismo quemo todos mis cassettes de @polo_polo. url,NR
7301,"Se reporta saldo blanco al concluir la Marcha del Orgullo Gay, que se realizó en la ciudad de Torreón.",NP
7302,"Lalo:

Fue un honor ser parte de BI. 

Gracias totales. en Centro de Cultura Casa Lamm url",NR
7303,Muy probablemente  cualquier ideal loca que se le ocurra  a @ingrodolfohdez  contará con el apoyo del uribismo en el congreso url,NR
7304,Por ELLA si me hacia lesbiana &lt;3 url,NP
7305,"LpTMDRE, GRITE COMO LOCA! xD",NR
7306,"@pablolmoran - Es mediático. ¿Ya te diste cuenta que todos los villanos de la era del renacimiento de Disney son queer/afeminados/LGBT+? 

- En las películas de terror las primeras personas que mueren son negras o gay o ambas. Más del 70% de las lesbianas en tele mueren. url",NP
7307,"@Hirjira Muy diferente ser trans a ser tranza. Aunque si es verdad que se ve en el contexto y toca tener lectura crítica de sus posturas.

Me suena rarísimo leer que ser trans te AVENTAJE en una candidatura. No suena muy inteligente. Hasta me hace más sentido que mientan diciendo son gay.",NP
7308,"Dios bendiga a las dragas, amén.",NP
7309,"""Tu vales mucho más de lo que crees.""
.
.
.
.
#tuyyosomoscocut #cocutlgbti #cocut #lgbt #lgbtlove #love #amoresamor #loveislove #lgbtquotes #quotes #citas #lesbian #gay #bisexual #trans #queer #instalgbt #instagay… url",NP
7310,"pues bueno. Hoy la @SRE_mx me va a dar una nueva carta de naturalización. Me dicen ellos que es la primera que lo hacen para una persona trans.

INMIGRÉ DOS VECES CARAJO.

Como yo lo veo, puedo tener dos nacionalizaciones por que la tinta con la que puse mis huellas SE BORRA. url",NP
7311,Hola bebéurl que me tarde una hora para vestirme pero ya estoy lista 🌺 A poco no somos todas! 😉 Vestida de @lizminelli_mx #LizMinelli url,NP
7312,"My results are: Bisexual: 7na.73%, Straight: na7.na7%, take this quiz to check yours! url #GayTest la preguntas estuvieron bien raras la vdd",NP
7313,"Homosexuales que no se aceptan. Homosexuales que agreden a otros homosexuales. Tienen ""amigos gay"" y se burlan de ellos.",NP
7314,"@aguiltarosa 😂😂😂😂😂 lo sé, pero un día los verás triunfar cuando vengas a verlos, lo importante fue lo divertido que la pasamos y que nos conocimos sin planearlo, sabes que yo también te quiero muchísimo y que tienes un lugar muy especial en mi ❤ de 🐐loca😉!!!",NR
7315,"Camino a los putos cuernos de la luna, gracias por el apoyo al manager más marica del mundo pero el chido @YoTuiteoAsi  A.K.a  SR. CABEZA DE HUEVO en puebla url",NP
7316,@rigelinsky Que fuerte que solo ocupas hablar de Juárez para quejarte de las mujeres trans. url,NP
7317,"Este es espacio es nuestro. Bienvenides 🌈💜
#LGBT #lesbiana #lencha #CDMX #romanorte  #Cafecito #agoracafe url",NP
7318,"pero mis amigas trans estuviron la semana url
*ay, es un chiste. Ríanse* url",NP
7319,"@SurielOpina Estúpido idiota ella es una mujer trans
Si no sabes no opines ignorante",NP
7320,¿que si voy a vivir precariamente a través de mis conocidxs y familia q van a quedar en la más draga porque no me puse las pilas y no me he dedicado a mi drag para poder tener algo que valga la pena para audicionar en algún momento d mi vida? url,NP
7321,"Cuando me incomode por que mi ex quería vestirse drag y yo no quería verlo afeminado.

por que su masculinidad solo me interesaba como un consumo sexual, y no veía más allá de la persona y su expresión. url",NP
7322,"Últimamente ando muy estresada no tengo paciencia para nadie, me estoy volviendo loca? Digo.. más de lo que ya estaba",NR
7323,"pero la que supe nombreeee, esta loca si cree que voy a pagar eso",NR
7324,"@XeniaEns Si acepta. Hace unos ayeres dio un comentario antes que supiera pero en chinga escucho, aprendió y se disculpó.

Y ahora es gran parte de RpDR la bandita trans.",NP
